area,floors,slab_thickness,beam_density_factor,column_density_factor,soil_type,sbc_value,seismic_zone,concrete_grade,steel_grade,cement_price_index,steel_price_index,sand_rate,aggregate_rate,labor_rate,location_multiplier,steel_factor,wastage_factor,design_efficiency_factor,contractor_efficiency_score,concrete_volume,steel_quantity,cement_bags,total_cost,cost_per_sqm
408.59,1,0.179,1.123,0.873,1,107.72,3,25,500,365.25,43.76,44.93,47.4,578.88,1.093,126.71,1.046,1.094,1.148,82.686,10162.706,917.41,1024033.76,2506.25
475.76,2,0.199,1.281,1.199,3,218.84,3,30,415,424.92,63.04,73.36,40.49,740.72,1.119,118.18,1.067,1.031,0.863,239.468,28301.43,3270.06,4774579.78,10035.71
98.16,4,0.152,1.061,1.061,1,141.79,4,20,415,447.36,44.98,57.89,51.73,692.38,1.088,123.49,1.074,0.951,1.046,80.461,9936.48,649.25,1141491.5,11628.75
73.01,2,0.151,1.029,1.236,2,152.65,3,30,415,453.56,78.42,37.71,40.8,751.76,1.18,120.55,1.07,0.956,0.918,29.687,3578.72,405.39,661549.59,9061.34
246.58,2,0.152,0.957,1.262,1,137.58,5,20,415,413.75,70.68,63.37,55.95,635.92,1.204,113.09,1.073,0.984,0.945,97.998,11082.774,790.76,1611258.7,6534.37
76.7,1,0.142,0.909,0.832,3,206.27,3,20,500,300.63,67.95,49.44,54.36,656.63,1.12,101.1,1.041,1.057,0.966,12.407,1216.762,100.12,171442.08,2235.16
74.43,3,0.172,0.828,0.854,4,248.21,2,30,415,356.0,66.89,64.63,39.25,698.27,1.059,87.92,1.048,1.003,0.902,46.28,4068.724,631.97,741821.3,9966.12
91.27,3,0.177,1.28,1.003,4,255.13,2,20,415,415.94,42.22,46.69,56.0,728.42,1.247,104.44,1.079,1.022,1.075,61.712,6445.327,497.97,748537.9,8201.3
77.68,5,0.163,0.846,1.149,3,217.01,5,25,415,387.89,61.36,55.73,43.52,737.69,1.119,132.53,1.036,0.985,0.957,78.161,10358.955,867.2,1319230.05,16982.28
93.91,4,0.106,0.891,1.169,1,142.59,3,30,415,362.06,61.53,54.02,48.68,621.98,1.182,112.71,1.078,1.011,0.982,50.387,5679.087,688.07,949401.81,10109.75
214.97,3,0.127,1.277,1.253,3,205.24,2,20,500,379.81,56.47,55.73,55.3,553.77,1.276,99.11,1.077,1.047,0.9,103.751,9974.036,837.18,1342166.13,6243.64
275.69,3,0.156,1.135,0.82,1,143.36,2,20,415,334.58,65.54,47.38,51.2,528.93,1.294,103.45,1.048,0.996,0.917,159.756,16526.997,1289.1,2198965.21,7976.22
96.67,3,0.11,0.87,1.068,2,173.73,5,25,415,375.15,58.82,53.19,48.31,716.49,0.965,99.58,1.038,1.075,1.149,36.085,3593.292,400.36,573551.49,5932.87
338.3,3,0.161,1.142,1.125,3,226.28,2,30,500,343.7,48.23,52.09,49.18,660.18,1.128,102.8,1.068,0.953,0.865,219.783,21916.535,3001.25,3299261.12,9752.51
323.64,1,0.113,1.165,0.96,3,186.31,3,20,500,327.81,63.02,57.56,38.0,526.01,1.163,102.99,1.056,0.945,0.928,48.623,4857.489,392.35,624436.63,1929.44
182.94,1,0.19,1.042,1.282,1,132.5,4,30,500,357.7,70.68,43.33,55.88,691.44,1.264,139.4,1.062,1.08,1.122,41.34,5589.676,564.51,841786.13,4601.44
186.6,4,0.198,1.107,0.914,4,246.8,4,20,500,332.64,58.24,44.86,46.85,613.46,1.295,144.64,1.038,1.033,1.113,175.823,24668.52,1418.74,2460216.46,13184.46
493.14,4,0.128,1.034,1.222,2,157.2,4,20,415,426.78,55.38,71.1,50.5,796.36,1.239,134.39,1.055,1.037,0.957,307.815,41367.258,2483.81,5152642.45,10448.7
185.11,2,0.156,0.84,1.07,4,206.23,3,20,500,353.19,65.62,67.1,45.98,678.96,1.043,93.97,1.059,1.038,0.939,68.899,6280.062,555.96,893259.61,4825.48
457.59,3,0.169,0.913,1.044,3,211.02,5,30,500,353.9,64.4,63.98,34.79,566.49,0.955,93.86,1.079,1.087,0.926,271.101,24681.011,3702.02,4262100.14,9314.15
141.89,3,0.142,1.079,0.849,3,160.98,5,20,500,381.37,62.01,56.3,41.96,652.97,1.037,90.29,1.05,0.901,1.145,82.554,7230.086,666.14,998496.15,7037.05
130.79,3,0.136,0.854,0.838,3,198.98,3,30,415,328.59,70.2,51.66,46.62,472.44,1.283,105.73,1.053,0.987,1.091,65.625,6938.29,896.15,1022451.98,7817.26
437.11,3,0.182,1.179,1.113,4,237.07,5,25,500,333.08,55.7,48.79,48.03,705.29,1.004,114.85,1.073,0.906,1.142,341.3,38022.024,3786.76,4599938.0,10523.63
323.16,4,0.16,1.257,0.968,1,138.03,3,25,500,347.73,59.73,60.61,48.61,718.34,1.161,112.79,1.047,0.959,0.9,270.991,29649.221,3006.67,4301901.72,13311.99
394.56,2,0.114,0.922,1.251,3,258.74,2,30,500,437.87,56.39,52.8,50.13,479.54,1.147,120.33,1.04,1.022,1.084,108.826,12701.92,1486.07,1958605.29,4964.08
308.98,5,0.193,0.936,1.204,1,151.48,2,30,415,360.02,58.05,55.36,46.76,721.83,1.152,130.25,1.036,1.089,1.095,338.318,44067.286,4619.91,5721466.81,18517.01
487.83,1,0.168,0.975,0.981,2,217.76,2,20,500,317.95,59.13,52.72,45.27,618.33,1.098,121.03,1.041,1.015,0.862,98.586,11573.685,795.5,1471253.51,3015.93
63.05,5,0.194,1.154,0.999,4,295.09,5,20,500,391.95,66.65,46.26,41.57,563.09,1.275,130.97,1.039,0.985,1.043,77.023,9785.429,621.52,1072087.79,17003.14
117.58,4,0.124,0.959,0.965,4,207.41,3,20,415,323.02,57.66,63.74,44.44,684.03,1.026,106.47,1.052,1.015,1.133,70.793,7537.67,571.24,936489.18,7964.45
99.98,3,0.142,0.826,0.877,2,155.38,2,30,415,388.67,55.3,46.25,33.22,601.84,1.096,120.99,1.045,0.985,0.863,51.904,6279.729,708.78,937914.66,9381.22
352.09,5,0.143,0.933,0.817,2,156.73,3,25,500,390.3,58.57,46.09,45.32,664.44,1.143,114.47,1.03,1.071,1.077,279.86,31074.101,3105.07,4518481.4,12833.38
191.26,4,0.111,0.844,0.971,3,167.1,5,20,415,348.91,47.82,63.31,53.04,615.32,1.262,123.26,1.051,0.929,0.886,111.344,13723.865,898.45,1822710.66,9530.02
403.99,1,0.119,0.804,1.132,2,206.2,4,20,500,364.58,57.84,50.53,42.84,668.58,1.253,118.86,1.032,1.058,1.009,54.957,6336.252,443.46,888961.51,2200.45
105.84,5,0.186,0.862,0.807,1,153.72,5,20,415,386.76,40.32,56.19,50.05,547.18,0.944,133.15,1.062,0.96,1.071,125.282,16681.736,1010.92,1339794.94,12658.43
153.55,2,0.121,0.945,0.927,2,184.45,5,25,500,361.04,55.3,50.21,43.55,788.75,1.266,93.04,1.046,0.934,1.025,48.828,4406.769,541.75,759587.31,4946.71
79.6,2,0.11,1.159,0.882,2,210.19,3,20,415,391.04,45.98,46.92,31.51,601.1,1.262,97.94,1.05,1.091,1.078,20.016,1960.349,161.52,255720.33,3212.65
496.96,2,0.183,1.164,1.291,3,231.44,2,25,415,374.3,63.96,60.29,51.27,731.3,1.142,118.58,1.059,0.988,1.027,237.629,28178.432,2636.52,4137907.12,8326.42
372.87,2,0.192,1.109,1.006,4,244.06,4,20,500,354.02,55.51,57.95,43.87,829.0,1.034,127.68,1.053,0.956,0.985,187.805,23259.489,1515.43,2679594.96,7186.32
99.04,1,0.188,1.053,0.821,3,174.99,3,30,415,437.36,43.1,58.92,43.83,580.17,0.987,123.26,1.04,1.0,0.915,22.721,2800.637,310.27,362592.24,3661.23
341.12,1,0.165,0.829,1.206,2,216.26,3,30,415,284.71,57.46,45.0,44.23,625.11,0.965,97.4,1.064,0.962,0.995,73.482,7157.108,1003.44,988826.45,2898.73
247.84,2,0.148,1.148,1.003,3,229.23,3,20,415,382.98,57.75,45.4,45.22,842.42,1.127,105.39,1.068,1.0,0.888,93.615,9865.83,755.4,1347161.73,5435.6
462.29,4,0.131,1.01,0.9,4,235.42,4,25,500,361.3,54.54,54.95,42.64,594.36,1.152,135.65,1.068,0.937,1.008,323.66,42587.549,3591.04,5595143.89,12103.23
110.34,3,0.134,0.952,1.265,2,141.57,3,25,415,314.8,58.22,57.3,43.11,704.69,1.032,104.0,1.073,0.922,0.993,61.568,6402.862,683.11,937006.92,8491.91
62.54,4,0.116,1.131,1.126,2,201.91,3,25,415,391.8,75.19,57.16,48.59,634.62,1.092,120.8,1.077,0.936,1.11,40.131,4848.009,445.26,757641.79,12113.83
119.3,5,0.191,0.872,1.161,1,148.12,3,20,415,343.36,59.46,59.17,38.92,703.31,1.199,129.48,1.073,1.019,1.147,141.813,18361.443,1144.31,1910482.95,16013.96
471.88,2,0.169,1.183,0.915,4,254.3,2,25,500,357.4,46.8,53.82,36.65,562.04,1.196,119.32,1.049,0.946,0.946,210.629,24379.142,2336.95,2941594.71,6233.77
468.1,1,0.151,1.121,1.272,4,300.0,2,30,500,409.17,63.71,63.04,50.7,635.36,1.24,98.88,1.052,0.912,0.942,99.25,9519.12,1355.31,1755217.18,3749.62
80.87,4,0.122,0.937,1.286,1,123.19,4,20,415,378.39,63.27,59.08,39.05,562.59,1.048,129.63,1.068,1.036,0.888,48.504,6287.495,391.39,791370.47,9785.56
285.47,3,0.121,0.955,1.007,2,214.79,5,30,500,354.01,45.54,64.19,53.66,608.64,1.157,101.87,1.078,1.025,1.125,128.217,12669.534,1750.87,1908728.52,6686.3
358.0,4,0.153,1.031,1.027,2,186.72,4,30,415,392.2,63.96,56.82,38.24,555.69,1.181,146.48,1.036,1.068,0.852,252.059,36922.057,3442.0,5562922.7,15539.04
51.93,2,0.149,1.194,1.068,4,273.64,4,30,500,423.31,69.75,42.6,42.59,759.25,1.08,101.03,1.074,0.969,0.868,20.717,2030.315,282.91,374417.7,7210.61
57.38,4,0.188,0.934,1.117,1,155.02,2,20,415,342.75,58.5,65.94,50.57,624.51,0.942,106.93,1.046,0.951,1.017,56.304,6020.789,454.33,647420.78,11282.83
79.87,5,0.196,1.02,1.0,1,149.87,3,20,500,361.99,61.27,61.76,43.33,705.29,1.201,99.71,1.057,1.046,0.948,93.63,9055.997,755.52,1269790.18,15898.04
366.94,1,0.159,1.042,1.035,2,155.98,4,25,415,405.29,49.31,50.45,57.1,428.69,1.079,108.97,1.043,1.057,1.094,68.359,7448.757,758.45,840095.01,2289.49
473.02,5,0.18,1.158,0.878,3,246.72,4,20,415,386.34,66.83,60.76,36.37,790.88,1.116,108.16,1.044,0.968,1.055,543.369,58768.303,4384.53,8732334.29,18460.64
80.68,4,0.157,0.919,0.954,1,132.38,5,20,500,382.3,67.27,63.02,52.3,703.85,1.009,134.44,1.033,1.023,1.096,59.789,7796.895,482.44,969397.44,12015.32
114.75,5,0.123,1.291,1.048,3,164.48,4,20,415,364.15,71.9,47.03,46.95,534.58,1.128,123.8,1.032,0.955,1.019,92.395,11438.081,745.55,1402083.61,12218.09
260.29,2,0.126,0.831,1.024,3,227.38,3,20,415,385.28,57.13,48.56,45.62,695.11,1.165,102.19,1.075,0.942,0.859,86.927,8883.076,701.42,1229041.2,4721.9
249.17,2,0.169,0.893,1.124,4,249.97,2,20,415,417.16,41.37,48.39,36.24,686.94,0.918,88.14,1.076,1.064,1.032,100.135,8826.007,808.01,1028466.17,4127.57
145.53,5,0.104,0.999,1.059,1,132.2,5,25,415,393.98,76.99,67.18,48.7,750.53,1.238,145.96,1.031,0.961,1.025,95.831,13987.853,1063.25,2533983.95,17412.69
140.16,2,0.169,1.037,1.074,1,124.69,4,20,415,396.06,60.51,63.28,55.37,631.19,0.933,138.51,1.056,1.073,0.902,55.53,7691.506,448.08,805719.17,5748.67
112.8,5,0.168,0.946,0.817,1,103.85,5,25,415,392.82,39.07,51.11,48.88,655.79,1.226,126.54,1.069,1.002,0.978,117.483,14866.033,1303.48,1695906.12,15034.07
162.75,1,0.112,1.079,0.851,4,218.02,3,25,415,407.45,59.95,45.13,59.21,789.56,1.088,102.79,1.059,1.06,1.092,21.344,2194.038,236.81,353442.5,2171.69
428.65,4,0.181,1.127,1.18,3,235.65,3,20,415,475.39,63.95,47.08,48.32,542.78,1.011,131.92,1.032,1.036,0.979,372.263,49109.28,3003.85,5909508.79,13786.27
255.88,5,0.105,0.929,1.02,3,183.42,2,20,415,423.95,63.7,69.4,38.71,548.29,1.062,138.38,1.059,1.079,0.907,155.163,21471.991,1252.03,2775677.27,10847.46
463.01,3,0.118,0.884,1.08,4,262.77,3,25,500,359.95,67.33,49.04,42.82,578.67,1.177,107.9,1.039,0.998,1.077,200.029,20936.292,2219.34,3597688.97,7770.26
428.77,2,0.116,1.229,1.065,3,214.19,3,30,415,391.11,76.43,55.05,55.52,835.56,1.253,90.86,1.052,1.042,1.086,121.848,11071.153,1663.89,2626552.1,6125.82
288.0,3,0.114,0.848,0.854,1,113.28,3,20,415,369.46,60.7,53.04,46.9,540.19,1.074,109.67,1.045,0.954,0.864,124.204,13620.949,1002.22,1883297.12,6539.26
420.93,4,0.158,1.223,1.293,3,188.06,2,20,500,351.21,46.51,40.69,47.19,645.8,1.211,128.21,1.037,0.909,0.941,371.667,46222.459,2999.04,4812835.4,11433.75
123.95,2,0.179,1.256,1.061,3,198.36,2,20,500,365.06,41.02,47.95,40.31,586.28,1.134,111.78,1.033,1.038,0.906,53.32,5781.249,430.25,582303.36,4697.84
338.36,2,0.154,0.814,0.94,1,152.81,5,20,415,430.27,52.41,49.37,38.88,655.06,1.225,111.2,1.062,1.016,0.88,126.201,14033.8,1018.33,1779897.12,5260.42
473.18,4,0.137,1.226,1.123,3,254.13,4,25,415,393.32,59.26,50.9,47.58,596.02,1.231,113.49,1.072,1.098,0.855,306.963,34836.848,3405.79,5341666.9,11288.83
328.8,2,0.19,1.022,1.079,2,164.81,3,30,500,349.02,64.25,54.01,48.78,642.91,1.201,97.0,1.038,1.004,0.907,153.706,14462.746,2098.94,2362247.84,7184.45
270.81,2,0.137,1.225,0.946,1,102.77,5,20,415,312.69,53.6,45.9,49.82,583.4,0.987,126.78,1.071,1.095,1.025,87.033,11033.913,702.29,1103438.73,4074.59
345.03,4,0.158,0.997,1.246,2,184.08,3,30,500,426.13,67.93,48.86,53.41,579.9,1.109,138.39,1.053,0.917,0.954,300.663,40360.326,4105.71,6097159.57,17671.23
111.51,1,0.192,0.966,1.207,2,167.58,4,20,415,373.64,45.62,56.17,47.71,599.88,1.261,125.31,1.05,0.943,1.112,28.467,3567.232,229.71,327552.03,2937.32
182.52,4,0.182,0.982,1.131,2,174.31,2,20,500,405.27,62.26,58.65,36.66,745.88,0.901,110.91,1.075,0.92,1.068,185.049,19908.621,1493.19,2314027.65,12678.33
163.5,2,0.132,1.091,1.168,2,169.78,4,25,500,371.39,69.14,53.97,40.82,655.52,1.098,110.61,1.069,1.087,0.92,51.076,5479.96,566.69,787578.16,4816.99
103.23,2,0.147,1.21,0.921,3,225.46,4,25,415,402.32,38.75,46.17,47.7,578.56,1.283,116.51,1.058,0.992,1.143,38.58,4494.836,428.04,491007.64,4756.27
368.62,2,0.147,0.931,1.124,2,157.4,2,30,415,345.06,51.59,51.07,40.21,571.6,1.183,97.29,1.035,0.973,1.044,136.288,13259.821,1861.08,1824683.96,4949.99
335.38,3,0.167,1.077,1.267,2,210.34,5,20,415,343.84,62.58,44.16,31.92,521.64,0.953,119.05,1.08,1.011,0.948,217.009,25835.855,1751.08,2936939.46,8756.96
442.7,3,0.106,0.947,0.889,4,242.12,3,20,500,422.27,42.2,55.59,53.83,664.74,1.27,107.63,1.059,1.085,1.129,160.278,16732.779,1293.31,2545777.13,5750.59
364.12,3,0.185,1.027,1.029,1,120.5,5,20,500,313.99,63.04,54.76,35.01,711.86,1.008,118.77,1.062,0.993,0.896,256.438,29542.375,2069.24,3493597.63,9594.62
415.33,3,0.165,1.135,0.919,2,213.07,2,30,500,375.88,44.05,44.76,56.71,591.27,1.174,97.53,1.039,0.933,0.966,272.022,25733.217,3714.6,3930759.47,9464.29
112.63,5,0.165,0.981,1.165,1,121.49,3,25,500,390.21,66.49,84.1,35.43,485.43,1.142,119.06,1.05,1.021,1.072,113.98,13163.567,1264.62,1659599.91,14734.32
79.5,2,0.104,1.151,1.025,4,208.31,2,20,415,375.84,58.64,54.76,42.57,820.47,1.125,97.1,1.067,1.063,0.884,19.908,1933.08,160.64,334073.45,4202.43
216.74,4,0.119,1.123,1.19,1,109.32,5,20,415,399.15,53.65,43.22,40.84,711.74,1.153,140.89,1.066,1.022,0.898,130.072,18326.177,1049.57,2186766.77,10089.23
108.94,4,0.143,0.849,0.971,4,271.43,2,25,415,356.95,73.51,67.13,41.29,738.1,1.182,121.77,1.038,0.924,1.073,81.169,9883.524,900.57,1583498.18,14535.94
395.45,2,0.107,0.91,1.208,1,133.74,3,30,415,398.32,58.5,44.04,43.7,717.86,1.062,119.82,1.077,1.048,0.91,103.284,12375.207,1410.39,2199374.3,5561.65
245.01,2,0.175,1.061,1.276,2,178.12,3,25,415,361.17,54.33,62.45,45.9,638.2,1.015,102.16,1.061,1.008,0.926,109.206,11156.156,1211.65,1514627.78,6181.99
472.33,1,0.139,0.859,1.179,3,168.2,5,30,415,329.34,46.85,50.55,53.88,564.23,1.046,130.86,1.05,0.964,0.936,84.282,11029.049,1150.92,1283633.22,2717.64
89.64,4,0.177,1.226,1.167,4,216.41,3,20,415,400.14,47.14,46.92,59.11,599.57,1.143,117.15,1.032,1.08,1.029,73.794,8645.032,595.46,855373.18,9542.36
475.77,5,0.124,1.188,1.263,1,123.77,2,20,500,356.91,62.17,45.21,47.72,624.19,1.017,127.22,1.054,0.925,1.141,410.353,50639.857,3311.21,6473131.44,13605.69
377.3,1,0.198,1.16,0.937,1,126.88,4,20,500,335.83,70.27,45.62,39.54,691.09,1.283,115.25,1.039,0.926,1.008,99.774,11153.589,805.09,1651051.31,4375.93
411.65,1,0.148,0.863,1.056,4,237.66,3,25,415,373.04,64.19,57.83,43.73,669.97,1.159,114.48,1.038,0.951,1.088,77.724,8897.803,862.36,1317545.23,3200.68
271.65,3,0.103,0.834,0.831,2,175.25,2,25,415,427.16,48.15,66.34,44.96,677.96,1.197,110.5,1.066,1.086,0.873,94.619,10455.002,1049.81,1673779.31,6161.63
213.84,5,0.148,1.244,1.285,1,144.01,5,25,415,400.5,54.39,58.15,43.11,713.23,0.947,130.17,1.058,1.006,0.862,203.8,26529.449,2261.18,3581903.47,16750.18
376.01,5,0.164,0.954,1.2,3,223.57,2,25,500,388.31,57.13,59.88,49.19,628.29,1.03,145.04,1.078,1.039,1.006,381.64,53691.955,4234.33,6461851.12,17185.18
490.58,2,0.112,0.938,1.092,1,136.68,3,20,500,382.07,67.88,58.78,47.21,739.76,1.03,111.67,1.079,0.91,1.074,153.35,16611.44,1237.4,2544779.96,5187.26
61.75,4,0.104,0.968,0.873,4,255.78,2,25,415,333.72,60.68,53.35,45.8,675.77,1.114,124.63,1.059,1.056,1.081,30.154,3758.137,334.56,551082.24,8923.92
318.71,3,0.15,1.097,1.006,4,220.09,5,25,415,366.85,65.32,46.34,43.55,696.33,1.147,98.78,1.04,1.026,1.036,173.198,17108.266,1921.65,2825172.68,8864.34
161.34,4,0.155,1.184,1.026,4,260.46,2,20,415,387.58,70.99,51.37,45.82,710.15,1.051,121.69,1.079,1.064,0.894,121.44,14777.861,979.92,1839265.89,11400.1
230.04,4,0.141,0.932,1.195,2,144.26,3,25,415,387.49,70.69,64.45,38.45,537.94,0.999,96.64,1.061,0.946,0.859,173.459,16763.888,1924.54,2798246.87,12164.32
308.5,5,0.15,1.022,1.187,1,142.77,4,20,415,346.68,68.25,65.42,46.72,522.28,0.972,137.06,1.056,0.909,1.116,321.085,44009.479,2590.89,5027196.32,16295.61
147.6,3,0.189,0.981,1.187,2,170.71,2,30,500,319.95,79.56,65.08,43.69,705.75,1.108,111.37,1.074,1.099,0.856,97.698,10554.165,1334.12,1660780.86,11251.76
54.71,1,0.112,0.927,0.918,2,182.33,2,25,500,445.65,68.84,66.93,47.49,726.76,1.047,107.01,1.063,1.073,0.898,7.058,732.658,78.31,130952.2,2393.56
80.97,1,0.192,1.052,0.982,4,286.28,2,25,415,413.52,61.16,65.22,42.17,764.22,1.238,114.03,1.053,1.078,0.897,18.008,2053.49,199.8,304316.3,3758.2
61.57,3,0.12,0.827,1.069,3,197.31,4,20,500,287.88,65.51,57.69,53.72,710.91,1.097,112.94,1.058,1.041,0.912,26.228,2873.293,211.63,406168.2,6596.48
70.26,2,0.16,0.926,0.943,4,209.98,4,20,500,309.83,46.96,55.61,43.33,590.27,1.291,115.88,1.047,1.064,1.066,25.788,2898.724,208.09,290855.46,4139.93
124.34,3,0.149,0.834,1.201,4,289.14,3,25,415,330.97,58.4,33.78,47.07,699.81,0.978,115.33,1.033,0.988,0.883,68.345,7882.066,758.29,1051069.13,8453.48
249.85,5,0.174,0.84,1.287,3,196.5,4,30,415,371.4,71.59,61.17,56.17,597.44,1.078,141.53,1.08,1.079,0.887,259.039,36661.204,3537.31,4814358.3,19269.19
253.57,1,0.134,0.807,1.077,1,124.39,2,20,500,340.93,45.53,50.4,53.52,796.68,1.058,92.09,1.079,1.035,1.136,41.438,3701.572,334.37,513986.18,2027.03
55.4,3,0.196,1.203,1.23,1,117.76,4,25,500,387.81,63.44,46.61,50.46,704.61,1.121,119.4,1.077,0.943,1.0,45.417,5260.032,503.9,730535.07,13186.84
61.96,5,0.112,1.184,1.068,1,125.21,4,30,415,358.24,63.05,54.14,41.28,624.32,1.276,125.49,1.045,0.936,1.115,46.485,5833.539,634.77,817973.14,13201.9
163.84,5,0.161,0.961,1.201,3,212.1,4,20,415,413.23,59.53,56.87,44.02,805.02,0.977,109.5,1.067,0.996,1.016,167.891,18384.476,1354.74,2427945.68,14818.84
72.3,5,0.154,1.074,1.268,1,150.6,5,25,415,403.32,59.08,58.08,49.58,626.6,1.216,127.65,1.035,0.938,1.072,74.028,9449.512,821.35,1235535.61,17088.1
142.4,4,0.101,0.926,1.013,4,272.02,4,20,500,322.3,53.94,49.52,60.06,594.97,1.044,128.37,1.069,0.974,0.859,74.363,9259.809,600.05,1037573.06,7286.43
65.81,2,0.116,0.819,0.948,1,130.8,2,25,415,305.68,69.42,56.79,47.32,624.96,1.165,95.73,1.061,1.085,1.0,17.313,1657.424,192.09,281131.03,4271.57
88.96,5,0.194,1.029,1.069,4,276.38,5,25,415,353.53,54.27,54.59,42.04,594.43,1.24,127.06,1.072,0.928,0.92,118.643,15074.597,1316.35,1633007.85,18357.0
347.27,2,0.148,0.873,1.174,3,244.78,2,25,415,386.03,53.66,60.09,38.52,644.74,1.063,94.61,1.05,1.028,1.009,123.614,11695.299,1371.51,1713316.28,4933.64
110.6,3,0.13,1.051,0.939,1,103.49,4,25,415,369.5,56.38,56.82,42.48,538.48,1.211,117.87,1.066,0.989,0.882,54.991,6481.902,610.13,881264.3,7967.84
250.74,3,0.144,0.963,1.073,1,135.53,2,25,415,361.3,36.84,49.09,39.47,498.86,1.098,91.32,1.031,0.983,1.13,134.364,12270.296,1490.79,1441676.21,5749.65
413.45,2,0.11,1.157,1.141,2,133.89,2,30,415,346.62,56.49,68.72,43.66,660.0,1.109,95.81,1.062,1.069,1.074,108.6,10405.155,1482.98,2064825.68,4994.2
76.11,3,0.193,1.09,0.972,2,157.73,5,20,500,339.42,60.81,49.06,53.91,607.43,1.195,128.26,1.057,0.992,1.133,55.87,6950.864,450.83,738933.46,9709.02
171.63,4,0.136,1.061,0.835,2,198.62,2,20,415,340.92,62.23,64.0,50.16,657.29,1.238,134.38,1.056,1.008,0.948,114.46,15380.719,923.59,1792908.91,10446.2
331.51,4,0.173,0.939,0.97,3,239.13,2,20,500,411.33,40.99,52.32,33.14,582.0,1.173,130.63,1.075,1.046,1.051,275.692,34932.937,2224.6,3077743.38,9283.98
128.06,3,0.106,0.913,0.954,1,153.03,3,20,500,353.64,38.94,57.06,33.47,656.81,1.159,104.1,1.042,0.986,0.972,50.427,5092.137,406.9,640271.77,4999.77
283.99,3,0.18,1.226,1.217,1,129.89,5,25,415,405.51,64.57,47.64,39.03,818.7,1.085,108.62,1.067,1.07,0.906,186.619,20271.016,2070.56,3060579.53,10777.0
361.86,5,0.139,0.976,1.009,3,168.41,5,25,500,331.07,74.91,56.46,37.88,707.9,1.042,141.24,1.062,1.03,1.071,304.295,41688.044,3376.18,5613861.22,15514.03
477.01,4,0.155,0.866,0.973,4,212.68,5,20,500,424.98,84.16,60.65,40.22,670.18,1.238,116.1,1.055,0.927,1.001,391.901,44133.371,3162.31,7213109.05,15121.44
488.36,2,0.185,1.016,1.226,2,151.99,4,25,500,307.75,80.66,62.92,37.3,660.12,1.124,121.61,1.062,1.084,0.921,212.541,25071.615,2358.16,3867400.98,7919.13
123.41,1,0.155,1.108,0.87,4,237.22,3,20,415,427.3,55.22,53.24,38.5,664.11,1.254,109.85,1.057,0.951,0.922,25.052,2752.025,202.15,351138.13,2845.19
444.24,1,0.174,0.826,1.17,2,177.39,3,20,415,364.38,66.33,50.43,47.24,764.54,1.256,102.59,1.079,0.913,0.968,107.74,11052.848,869.37,1468942.57,3306.68
73.56,4,0.103,0.951,0.926,2,188.13,2,20,415,444.24,48.6,65.69,34.23,702.13,1.25,128.55,1.064,1.091,0.889,34.548,4441.298,278.77,622509.11,8462.88
252.6,3,0.154,1.22,1.179,1,109.75,5,25,415,349.49,82.63,65.63,59.54,529.69,1.212,126.28,1.053,1.025,1.028,145.919,18427.214,1618.99,2705670.81,10711.41
261.4,1,0.147,1.27,0.936,2,147.01,5,20,500,403.33,54.06,59.51,52.31,717.09,1.012,132.92,1.053,0.902,1.009,53.952,6955.857,435.34,763117.36,2919.33
87.93,2,0.135,1.123,0.988,2,145.57,3,20,415,413.83,58.94,62.05,41.14,621.32,1.025,99.98,1.077,0.996,0.967,30.592,3058.683,246.85,403178.25,4585.18
192.19,2,0.111,1.293,1.028,3,235.49,3,20,415,415.24,50.75,42.18,44.22,593.33,1.166,105.4,1.059,1.02,1.1,53.824,5672.994,434.31,725763.55,3776.2
399.89,3,0.102,0.862,0.814,1,118.13,2,20,415,394.59,49.97,53.78,36.59,726.57,1.129,125.28,1.045,0.96,0.87,154.172,19314.852,1244.04,2718189.15,6797.39
146.36,2,0.147,1.173,1.3,1,110.0,4,25,415,416.16,68.77,51.82,52.71,713.09,1.285,107.0,1.074,0.939,0.863,59.87,6406.25,664.26,1195377.98,8167.13
330.39,3,0.134,1.236,1.104,2,168.82,2,30,415,368.19,64.61,63.25,51.74,715.64,1.155,110.36,1.032,1.044,0.879,158.813,17527.185,2168.67,2996825.06,9070.66
483.43,1,0.102,1.126,0.926,1,114.85,2,20,500,356.46,52.4,65.49,48.01,584.71,1.239,88.23,1.076,1.006,1.145,62.71,5367.005,506.02,744211.63,1539.43
73.75,2,0.179,1.207,0.87,1,122.16,4,20,415,434.72,56.16,62.1,48.83,654.7,1.265,114.68,1.044,1.065,1.011,30.883,3541.809,249.2,428496.62,5810.18
56.69,1,0.193,1.139,1.086,3,242.4,4,25,500,369.68,68.46,57.33,47.03,622.24,0.968,119.8,1.072,1.048,0.983,13.47,1565.354,149.45,196318.63,3462.93
169.51,5,0.108,1.11,1.221,4,233.39,4,25,415,375.61,76.03,59.52,49.91,553.7,0.91,119.13,1.054,1.026,1.107,113.195,13484.394,1255.91,1962702.85,11578.68
93.56,4,0.181,1.171,1.033,3,177.49,5,20,415,372.73,66.57,53.23,49.75,620.61,1.173,128.76,1.031,0.941,1.104,88.964,11455.131,717.87,1246304.55,13320.53
87.77,4,0.116,1.014,1.044,1,113.95,5,25,415,361.52,52.46,60.05,40.04,662.07,0.927,116.6,1.042,0.962,0.883,52.096,6074.329,578.02,796125.48,9071.03
